form	lemma	POS	morph
guetoit	gaitier	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
geta	jeter	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
les	le	DETdef	NOMB.=p|GENRE=f|CAS=r
meins	main2	NOMcom	NOMB.=p|GENRE=f|CAS=r
,	,	PONfbl	
si	si	ADVgen	DEGRE=-
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
prist	prendre	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
et	et	CONcoo	
si	si	ADVgen	DEGRE=-
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
demanda	demander	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
molt	mout	ADVgen	DEGRE=-
belement	belement	ADVgen	DEGRE=s
coument	coment1	ADVint	
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
avoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
non	nom	NOMcom	NOMB.=s|GENRE=m|CAS=r
.	.	PONfrt	
Cil	cel	PROdem	NOMB.=s|GENRE=m|CAS=n
qi	que2	PROrel	NOMB.=s|GENRE=m|CAS=n
estoit	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
simples	simple	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
et	et	CONcoo	
dous	douz	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
conme	come1	CONsub	
colons	colom	NOMcom	NOMB.=s|GENRE=f|CAS=n
abessa	abaissier	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
chief	chief1	NOMcom	NOMB.=s|GENRE=m|CAS=r
et	et	CONcoo	
si	si	ADVgen	DEGRE=-
dist	dire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
:	:	PONfbl	
Apelez	apeler	VERcjg	MODE=ind|TEMPS=ipf|PERS.=2|NOMB.=s
Nicholas	Nicolas	NOMpro	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	
sers	serf	NOMcom	NOMB.=s|GENRE=m|CAS=n
a	a3	PRE	
vostre	vostre	DETpos	PERS.=2|NOMB.=s|GENRE=m|CAS=r
seinteé	saintëé	NOMcom	NOMB.=s|GENRE=f|CAS=r
.	.	PONfrt	
Li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
evesqes	evesque	NOMcom	NOMB.=s|GENRE=m|CAS=n
l	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
'	'	PONfbl	
acola	acoler	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
meintenant	maintenant	ADVgen	DEGRE=-
et	et	CONcoo	
si	si	ADVgen	DEGRE=-
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
dist	dire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
:	:	PONfbl	
Beaus	bel1	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
fiuz	fil2	NOMcom	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	
vien	venir	VERcjg	MODE=imp|PERS.=2|NOMB.=s
ensamble	ensemble	ADVgen	DEGRE=-
o	o4	PRE	
moi	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i
la	là	ADVgen	DEGRE=-
dedenz	dedenz	ADVgen	DEGRE=-
,	,	PONfbl	
car	car	CONcoo	
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
voel	voloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
a	a3	PRE	
toi	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=i
parler	parler	VERinf	NOMB.=x|GENRE=x|CAS=x
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r
pou	poi	NOMcom	NOMB.=s|GENRE=m|CAS=r
priveement	priveement	ADVgen	DEGRE=-
.	.	PONfrt	
Tantost	tantost	ADVgen	DEGRE=-
com	come1	CONsub	
il	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
furent	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
entrez	entrer	VERppe	NOMB.=p|GENRE=m|CAS=n
en	en1	PRE	
l	le	DETdef	NOMB.=s|GENRE=f|CAS=r
'	'	PONfbl	
eglisse	eglise	NOMcom	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
evesqes	evesque	NOMcom	NOMB.=s|GENRE=m|CAS=n
comença	comencier	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
a	a3	PRE	
crier	crïer2	VERinf	NOMB.=x|GENRE=x|CAS=x
a	a3	PRE	
hautes	haut	ADJqua	NOMB.=p|GENRE=f|CAS=r|DEGRE=p
voiz	voiz	NOMcom	NOMB.=p|GENRE=f|CAS=r
:	:	PONfbl	
Mi	mon1	DETpos	PERS.=1|NOMB.=p|GENRE=m|CAS=n
frere	frere	NOMcom	NOMB.=p|GENRE=m|CAS=n
,	,	PONfbl	
veez	vëoir	VERcjg	MODE=imp|PERS.=2|NOMB.=p
ici	ici	ADVgen	DEGRE=-
celui	cel	PROdem	NOMB.=s|GENRE=m|CAS=r
que	que2	PROrel	NOMB.=s|GENRE=m|CAS=r
nos	nos1	PROper	PERS.=1|NOMB.=p|GENRE=m|CAS=r
querions	querre	VERcjg	MODE=ind|TEMPS=ipf|PERS.=1|NOMB.=p
et	et	CONcoo	
por	por2	PRE	
qui	que2	PROrel	NOMB.=s|GENRE=m|CAS=i
nos	nos1	PROper	PERS.=1|NOMB.=p|GENRE=m|CAS=r
faisions	faire	VERcjg	MODE=ind|TEMPS=ipf|PERS.=1|NOMB.=p
a	a3	PRE	
nostre	nostre	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r
Signor	seignor	NOMcom	NOMB.=s|GENRE=m|CAS=r
nos	nostre	DETpos	PERS.=1|NOMB.=p|GENRE=f|CAS=r
proieres	priiere	NOMcom	NOMB.=p|GENRE=f|CAS=r
.	.	PONfrt	
Qant	cant1	CONsub	
cil	cel	PROdem	NOMB.=p|GENRE=m|CAS=n
qi	que2	PROrel	NOMB.=p|GENRE=m|CAS=n
en	en1	PRE	
l	le	DETdef	NOMB.=s|GENRE=f|CAS=r
'	'	PONfbl	
eglisse	eglise	NOMcom	NOMB.=s|GENRE=f|CAS=r
estoient	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
virent	vëoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
,	,	PONfbl	
il	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
comencierent	comencier	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
mout	mout	ADVgen	DEGRE=-
hautement	hautement	ADVgen	DEGRE=s
a	a3	PRE	
crier	crïer2	VERinf	NOMB.=x|GENRE=x|CAS=x
de	de	PRE	
joie	joie	NOMcom	NOMB.=s|GENRE=f|CAS=r
et	et	CONcoo	
nostre	nostre	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r
Signor	seignor	NOMcom	NOMB.=s|GENRE=m|CAS=r
a	a3	PRE	
loer	löer1	VERinf	NOMB.=x|GENRE=x|CAS=x
et	et	CONcoo	
a	a3	PRE	
gracier	graciier	VERinf	NOMB.=x|GENRE=x|CAS=x
.	.	PONfrt	
Li	le	DETdef	NOMB.=p|GENRE=m|CAS=n
evesqe	evesque	NOMcom	NOMB.=p|GENRE=m|CAS=n
s	soi1	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
'	'	PONfbl	
esleecierent	eslëecier	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
por	por2	PRE	
tel	tel	DETind	NOMB.=s|GENRE=m|CAS=r
compaignon	compagnon	NOMcom	NOMB.=s|GENRE=m|CAS=r
qe	que2	PROrel	NOMB.=s|GENRE=m|CAS=r
Dex	dieu	NOMpro	NOMB.=s|GENRE=m|CAS=n
lor	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=i
avoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
doné	doner	VERppe	NOMB.=s|GENRE=m|CAS=r
et	et	CONcoo	
dont	dont	PROrel	NOMB.=s|GENRE=m|CAS=i
tuit	tot	DETind	NOMB.=p|GENRE=m|CAS=n
li	le	DETdef	NOMB.=p|GENRE=m|CAS=n
clerc	clerc	NOMcom	NOMB.=p|GENRE=m|CAS=n
s	soi1	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
'	'	PONfbl	
esjoïssoient	esjöir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
.	.	PONfrt	
Que	que3	PROint	NOMB.=s|GENRE=n|CAS=r
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i
diroie	dire	VERcjg	MODE=con|PERS.=1|NOMB.=s
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
plus	plus	ADVgen	DEGRE=-
lonc	lonc	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
conte	conte2	NOMcom	NOMB.=s|GENRE=m|CAS=r
?	?	PONfrt	
Il	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
pristrent	prendre	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
et	et	CONcoo	
l	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
'	'	PONfbl	
emporterent	emporter2	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
en	en1	PRE	
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
chaere	chiere	NOMcom	NOMB.=s|GENRE=f|CAS=r
et	et	CONcoo	
l	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
'	'	PONfbl	
ordenerent	ordener	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
a	a3	PRE	
evesqe	evesque	NOMcom	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	
si	si	ADVgen	DEGRE=-
com	come1	CONsub	
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
estoit	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
droiz	droit	ADVgen	DEGRE=-
et	et	CONcoo	
costume	costume	NOMcom	NOMB.=s|GENRE=f|CAS=n
,	,	PONfbl	
mes	mais1	CONcoo	
bien	bien1	ADVgen	DEGRE=-
saciez	savoir	VERcjg	MODE=imp|PERS.=2|NOMB.=p
q	que4	CONsub	
'	'	PONfbl	
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
encontre	encontre1	ADVgen	DEGRE=-
mout	mout	ADVgen	DEGRE=-
durement	durement	ADVgen	DEGRE=s
et	et	CONcoo	
bien	bien1	ADVgen	DEGRE=-
lor	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=i
disoit	dire	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
q	que4	CONsub	
'	'	PONfbl	
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
n	ne1	ADVneg	
'	'	PONfbl	
en	en2	PROadv	
estoit	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
mie	mie	ADVneg	
dignes	digne	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
.	.	PONfrt	
Qant	cant1	CONsub	
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
seinz	saint	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
hom	ome	NOMcom	NOMB.=s|GENRE=m|CAS=n
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
essauciez	essaucier	VERppe	NOMB.=s|GENRE=m|CAS=n
de	de	PRE	
l	le	DETdef	NOMB.=s|GENRE=m|CAS=r
'	'	PONfbl	
eveschié	eveschié	NOMcom	NOMB.=s|GENRE=m|CAS=r
et	et	CONcoo	
de	de	PRE	
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
signorie	seignorie	NOMcom	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	
onqes	onque	ADVneg	
por	por2	PRE	
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r
ne	ne1	ADVneg	
s	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
'	'	PONfbl	
en	en2	PROadv	
orgueilli	orgoillir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
,	,	PONfbl	
einz	ainz	ADVgen	DEGRE=-
ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
cele	cel	DETdem	NOMB.=s|GENRE=f|CAS=r
meïsmes	mëisme	ADJind	NOMB.=s|GENRE=f|CAS=r
charité	charité	NOMcom	NOMB.=s|GENRE=f|CAS=r
et	et	CONcoo	
cele	cel	PROdem	NOMB.=s|GENRE=f|CAS=r
meïsmes	mëisme	ADJind	NOMB.=s|GENRE=f|CAS=r
humilité	umelité	NOMcom	NOMB.=s|GENRE=f|CAS=r
q	que2	PROrel	NOMB.=p|GENRE=f|CAS=r
'	'	PONfbl	
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
avoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
devant	devant	ADVgen	DEGRE=-
.	.	PONfrt	
Il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
estoit	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
adés	adès	ADVgen	DEGRE=-
en	en1	PRE	
orisons	oraison	NOMcom	NOMB.=p|GENRE=f|CAS=r
et	et	CONcoo	
amegrissoit	amaigrir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
cors	cors1	NOMcom	NOMB.=s|GENRE=m|CAS=r
par	par	PRE	
jeunes	jëune	NOMcom	NOMB.=p|GENRE=m|CAS=r
et	et	CONcoo	
si	si	ADVgen	DEGRE=-
fuioit	fuir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
pechié	pechié	NOMcom	NOMB.=s|GENRE=m|CAS=r
et	et	CONcoo	
eschivoit	eschiver	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
de	de	PRE	
quanq	cant2	PROrel	NOMB.=p|GENRE=n|CAS=r
'	'	PONfbl	
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
pooit	pöoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
et	et	CONcoo	
savoit	savoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
.	.	PONfrt	
As	a3+le	PRE.DETdef	NOMB.=p|GENRE=f|CAS=r
oevres	uevre	NOMcom	NOMB.=p|GENRE=f|CAS=r
de	de	PRE	
misericorde	misericorde	NOMcom	NOMB.=s|GENRE=f|CAS=r
estoit	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
del	de+le	PRE.DETdef	NOMB.=s|GENRE=n|CAS=r
en	en1	PRE	
tout	tot	PROind	NOMB.=s|GENRE=n|CAS=r
ententius	ententif	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
ses	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=n
corages	corage	NOMcom	NOMB.=s|GENRE=m|CAS=n
.	.	PONfrt	
Les	le	DETdef	NOMB.=p|GENRE=f|CAS=r
veves	veve2	NOMcom	NOMB.=p|GENRE=f|CAS=r
et	et	CONcoo	
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r
orphenins	orfenin	NOMcom	NOMB.=p|GENRE=m|CAS=r
prendoit	prendre	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
en	en1	PRE	
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r
cure	cure	NOMcom	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	
si	si	ADVgen	DEGRE=-
com	come1	CONsub	
ses	son4	DETpos	PERS.=3|NOMB.=p|GENRE=f|CAS=r
propres	propre	ADJqua	NOMB.=p|GENRE=f|CAS=r|DEGRE=p
choses	chose	NOMcom	NOMB.=p|GENRE=f|CAS=r
.	.	PONfrt	
Et	et	CONcoo	
s	se	CONsub	
'	'	PONfbl	
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
trovoit	trover	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
par	par	PRE	
aventure	aventure	NOMcom	NOMB.=s|GENRE=f|CAS=r
aucun	aucun	DETind	NOMB.=s|GENRE=m|CAS=r
home	ome	NOMcom	NOMB.=s|GENRE=m|CAS=r
qi	que2	PROrel	NOMB.=s|GENRE=m|CAS=n
fust	estre1	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s
entechiés	entechier	VERppe	NOMB.=s|GENRE=m|CAS=n
de	de	PRE	
grant	grant	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
pechié	pechié	NOMcom	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
reconfortoit	reconforter	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
et	et	CONcoo	
ravoioit	ravoir2	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
a	a3	PRE	
droite	droit	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
voie	voie	NOMcom	NOMB.=s|GENRE=f|CAS=r
.	.	PONfrt	
Cascun	chascun	DETind	NOMB.=s|GENRE=m|CAS=r
jor	jor	NOMcom	NOMB.=s|GENRE=m|CAS=r
croissoit	croissir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
de	de	PRE	
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
bone	bon	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
renomee	renomee	NOMcom	NOMB.=s|GENRE=f|CAS=r
et	et	CONcoo	
partout	par	ADVgen	DEGRE=-
estoit	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
racontee	reconter	VERppe	NOMB.=s|GENRE=f|CAS=n
la	le	DETdef	NOMB.=s|GENRE=f|CAS=n
loenge	löenge	NOMcom	NOMB.=s|GENRE=f|CAS=n
de	de	PRE	
seint	saint	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
Nicholas	Nicolas	NOMpro	NOMB.=s|GENRE=m|CAS=r
.	.	PONfrt	
Li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
riches	riche	NOMcom	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
et	et	CONcoo	
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
povres	povre	NOMcom	NOMB.=s|GENRE=m|CAS=n
et	et	CONcoo	
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
puissanz	poissant	NOMcom	NOMB.=s|GENRE=m|CAS=n
et	et	CONcoo	
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
non	non	ADVneg	
puissanz	poissant	NOMcom	NOMB.=s|GENRE=m|CAS=n
l	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
'	'	PONfbl	
annonçoient	anoncier	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
et	et	CONcoo	
preeschoient	prëechier	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
.	.	PONfrt	
Toz	tot	DETind	NOMB.=s|GENRE=m|CAS=n
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
pueples	pueple	NOMcom	NOMB.=s|GENRE=m|CAS=n
s	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
'	'	PONfbl	
esjoïssoit	esjöir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
de	de	PRE	
teil	tel	DETind	NOMB.=s|GENRE=m|CAS=r
pasteur	pastor	NOMcom	NOMB.=s|GENRE=m|CAS=r
qe	que2	PROrel	NOMB.=s|GENRE=m|CAS=r
Dex	dieu	NOMpro	NOMB.=s|GENRE=m|CAS=n
lor	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=i
avoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
doné	doner	VERppe	NOMB.=s|GENRE=m|CAS=r
et	et	CONcoo	
li	le	DETdef	NOMB.=p|GENRE=m|CAS=n
haut	haut	ADJqua	NOMB.=p|GENRE=m|CAS=n|DEGRE=p
baron	baron	NOMcom	NOMB.=p|GENRE=m|CAS=n
s	soi1	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
'	'	PONfbl	
esleeçoient	eslëecier	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
de	de	PRE	
si	si	ADVgen	DEGRE=-
bon	bon	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
evesqe	evesque	NOMcom	NOMB.=s|GENRE=m|CAS=r
qui	que2	PROrel	NOMB.=s|GENRE=m|CAS=n
estoit	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
de	de	PRE	
si	si	ADVgen	DEGRE=-
grant	grant	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
auctorité	autorité	NOMcom	NOMB.=s|GENRE=f|CAS=r
pleinz	plein	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
q	que4	CONsub	
'	'	PONfbl	
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
prenoit	prendre	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
cure	cure	NOMcom	NOMB.=s|GENRE=f|CAS=r
de	de	PRE	
toz	tot	PROind	NOMB.=p|GENRE=m|CAS=r
aussi	aussi	ADVgen	DEGRE=-
del	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
povre	povre	NOMcom	NOMB.=s|GENRE=m|CAS=r
come	come1	CONsub	
del	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
riche	riche	NOMcom	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
.	.	PONfrt	
Et	et	CONcoo	
bien	bien1	ADVgen	DEGRE=-
sachiez	savoir	VERcjg	MODE=imp|PERS.=2|NOMB.=p
,	,	PONfbl	
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n
qi	que2	PROrel	NOMB.=p|GENRE=m|CAS=n
m	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r
'	'	PONfbl	
escoutez	escouter	VERcjg	MODE=ind|TEMPS=fut|PERS.=2|NOMB.=p
,	,	PONfbl	
qe	que4	CONsub	
tens	tens	NOMcom	NOMB.=s|GENRE=m|CAS=n
et	et	CONcoo	
vie	vie1	NOMcom	NOMB.=s|GENRE=f|CAS=n
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r
faudroit	falir	VERcjg	MODE=con|PERS.=3|NOMB.=s
ançois	ainçois	ADVgen	DEGRE=-
qe	que4	CONsub	
les	le	DETdef	NOMB.=p|GENRE=f|CAS=r
paroles	parole	NOMcom	NOMB.=p|GENRE=f|CAS=r
de	de	PRE	
ses	son4	DETpos	PERS.=3|NOMB.=p|GENRE=m|CAS=r
miracles	miracle	NOMcom	NOMB.=p|GENRE=m|CAS=r
,	,	PONfbl	
se	se	CONsub	
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
les	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
voloie	voloir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=1|NOMB.=s
totes	tot	PROind	NOMB.=p|GENRE=f|CAS=r
conter	conter	VERinf	NOMB.=x|GENRE=x|CAS=x
et	et	CONcoo	
dire	dire	VERinf	NOMB.=x|GENRE=x|CAS=x
.	.	PONfrt	
Et	et	CONcoo	
qi	que2	PROrel	NOMB.=s|GENRE=m|CAS=n
entendre	entendre	VERinf	NOMB.=x|GENRE=x|CAS=x
en	en2	PROadv	
voudra	voloir	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
une	un	DETndf	NOMB.=s|GENRE=f|CAS=r
﻿partie	partie	NOMcom	NOMB.=s|GENRE=f|CAS=r
lest	laissier	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
ester	ester	VERinf	NOMB.=x|GENRE=x|CAS=x
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r
felonie	felonie	NOMcom	NOMB.=s|GENRE=f|CAS=r
et	et	CONcoo	
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
conterai	conter	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s
de	de	PRE	
quel	quel1	DETint	NOMB.=s|GENRE=f|CAS=r
vertu	vertu	NOMcom	NOMB.=s|GENRE=f|CAS=r
seinz	saint	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
Nicholas	Nicolas	NOMpro	NOMB.=s|GENRE=m|CAS=n
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
esforciez	esforcier1	VERppe	NOMB.=s|GENRE=m|CAS=n
et	et	CONcoo	
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r
miracles	miracle	NOMcom	NOMB.=p|GENRE=m|CAS=r
par	par	PRE	
coi	que2	PROrel	NOMB.=p|GENRE=m|CAS=i
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
vint	venir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
a	a3	PRE	
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
hautesce	hautece	NOMcom	NOMB.=s|GENRE=f|CAS=r
dont	dont	PROrel	NOMB.=s|GENRE=f|CAS=i
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
encore	encore	ADVgen	DEGRE=-
renomez	renomer	VERppe	NOMB.=s|GENRE=m|CAS=n
et	et	CONcoo	
par	par	PRE	
les	le	DETdef	NOMB.=p|GENRE=f|CAS=r
queles	quel1	PROrel	NOMB.=p|GENRE=f|CAS=r
li	le	DETdef	NOMB.=p|GENRE=m|CAS=n
estrange	estrange	NOMcom	NOMB.=p|GENRE=m|CAS=n
reclaiment	reclamer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
s	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r
'	'	PONfbl	
aïde	äie	NOMcom	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	
aussi	aussi	ADVgen	DEGRE=-
bien	bien1	ADVgen	DEGRE=-
com	come1	CONsub	
cil	cel	PROdem	NOMB.=p|GENRE=m|CAS=n
